Restaurant Name,City,Cuisines,Average Cost for two,Price range,Has Online delivery,Has Table booking,Votes,Aggregate rating,Longitude,Latitude,price_bucket,content
New Eleven to Eleven,New Delhi,"north indian, chinese",1000,3,online,offline,126,3.0,77.1264494,28.7128593,expensive,"north indian, chinese New Delhi expensive online offline"
Pasta Hut,New Delhi,fast food,400,1,offline,offline,34,3.3,77.1257302,28.7178037,moderate,fast food New Delhi moderate offline offline
Patiala Shahi,New Delhi,"north indian, mughlai",650,2,online,offline,78,3.4,77.10445471,28.69976033,expensive,"north indian, mughlai New Delhi expensive online offline"
Pavitra Bakers,New Delhi,"bakery, chinese, fast food",450,1,online,offline,73,3.2,77.137416,28.736207,moderate,"bakery, chinese, fast food New Delhi moderate online offline"
Punjabi Rasoi,New Delhi,"north indian, south indian, fast food",800,2,online,offline,164,2.8,77.1244717,28.7086399,expensive,"north indian, south indian, fast food New Delhi expensive online offline"
Puratan - Family Restaurant & Bar,New Delhi,"north indian, chinese",1000,3,online,online,156,3.3,77.1142681,28.7344691,expensive,"north indian, chinese New Delhi expensive online online"
Sardar A Pure Meat Shop,New Delhi,"raw meats, fast food, north indian",150,1,online,offline,59,3.4,77.1246515,28.7116118,cheap,"raw meats, fast food, north indian New Delhi cheap online offline"
Spice Court,New Delhi,"chinese, north indian, mughlai",1000,3,online,online,59,2.6,77.1168303,28.7007412,expensive,"chinese, north indian, mughlai New Delhi expensive online online"
Subway,New Delhi,"american, fast food, salad, healthy food",500,2,online,offline,132,3.3,77.1170101,28.7009376,moderate,"american, fast food, salad, healthy food New Delhi moderate online offline"
Urban Garden Cafe,New Delhi,"fast food, italian",400,1,offline,offline,20,3.1,77.1148525,28.6981332,moderate,"fast food, italian New Delhi moderate offline offline"
Behrouz Biryani,New Delhi,biryani,600,2,online,offline,45,3.6,77.1211455,28.7170039,moderate,biryani New Delhi moderate online offline
BTW,New Delhi,"south indian, street food, mithai",400,1,offline,offline,75,3.5,77.1141532,28.7345078,moderate,"south indian, street food, mithai New Delhi moderate offline offline"
Chalte Firte Momos & Special Foods,New Delhi,fast food,350,1,online,offline,55,3.5,77.1191677,28.7022199,moderate,fast food New Delhi moderate online offline
Domino's Pizza,New Delhi,"pizza, fast food",700,2,offline,offline,123,3.5,77.1140883,28.7348098,expensive,"pizza, fast food New Delhi expensive offline offline"
Gaurav Pastry Palace,New Delhi,"bakery, chinese",250,1,offline,offline,95,3.6,77.1139361,28.711312,moderate,"bakery, chinese New Delhi moderate offline offline"
Jhakkas,New Delhi,"street food, south indian",250,1,offline,offline,175,3.5,77.1220495,28.7054593,moderate,"street food, south indian New Delhi moderate offline offline"
Kebab Xpress,New Delhi,"north indian, mughlai",600,2,online,offline,62,3.5,77.1162909,28.7148351,moderate,"north indian, mughlai New Delhi moderate online offline"
Keventers,New Delhi,beverages,400,1,offline,offline,43,3.8,77.1162909,28.7151037,moderate,beverages New Delhi moderate offline offline
McDonald's,New Delhi,"fast food, burger",500,2,online,offline,67,3.5,77.1137736,28.7167411,moderate,"fast food, burger New Delhi moderate online offline"
Moti Mahal Delux,New Delhi,"north indian, mughlai, chinese",800,2,online,online,159,3.5,77.1182275,28.7126947,expensive,"north indian, mughlai, chinese New Delhi expensive online online"
Mr. Sub,New Delhi,fast food,400,1,online,offline,42,3.5,77.1162909,28.7148351,moderate,fast food New Delhi moderate online offline
Nik's Kitchen,New Delhi,"north indian, chinese",500,2,online,offline,56,3.8,77.1243368,28.7114472,moderate,"north indian, chinese New Delhi moderate online offline"
Punjabi Dhaba,New Delhi,north indian,200,1,offline,offline,98,3.6,77.1097279,28.7313904,cheap,north indian New Delhi cheap offline offline
Satvik Rasoi,New Delhi,north indian,700,2,online,offline,31,3.8,77.1197071,28.7116727,expensive,north indian New Delhi expensive online offline
Shree Gopal Ji Chole Bhature,New Delhi,street food,200,1,offline,offline,129,3.9,77.1020856,28.7003942,cheap,street food New Delhi cheap offline offline
South Indian Corner,New Delhi,"south indian, chinese",250,1,offline,offline,62,3.5,77.1272135,28.7239,moderate,"south indian, chinese New Delhi moderate offline offline"
The Chocolate Villa,New Delhi,"bakery, desserts, fast food",350,1,online,offline,257,3.9,77.125955,28.717512,moderate,"bakery, desserts, fast food New Delhi moderate online offline"
Vaishno Punjabi Dhaba,New Delhi,north indian,400,1,online,offline,70,3.5,77.1215051,28.7048624,moderate,north indian New Delhi moderate online offline
WTF - What's the Food?,New Delhi,"north indian, chinese, fast food",450,1,online,offline,83,3.5,77.06521701,28.71961666,moderate,"north indian, chinese, fast food New Delhi moderate online offline"
Handi Chhareyan Di,New Delhi,"north indian, chinese",550,2,online,offline,128,2.3,77.1243818,28.7086313,moderate,"north indian, chinese New Delhi moderate online offline"
Svaruchi Bhoj,New Delhi,"north indian, south indian, chinese",600,2,offline,offline,62,2.4,77.1165388,28.7023434,moderate,"north indian, south indian, chinese New Delhi moderate offline offline"
Caffe 9,New Delhi,"north indian, continental, european, american, mediterranean",1400,3,online,online,69,4.2,77.11235,28.71679,expensive,"north indian, continental, european, american, mediterranean New Delhi expensive online online"
Jai Vaishno Rasoi,New Delhi,north indian,250,1,online,offline,171,4.2,77.1325217,28.7117653,moderate,north indian New Delhi moderate online offline
Chidya Ghar - Roseate House,New Delhi,continental,3700,4,offline,offline,4,2.9,77.120533,28.550802,expensive,continental New Delhi expensive offline offline
DEL - Roseate House,New Delhi,"continental, american, north indian",3000,4,offline,online,30,3.6,77.120533,28.550802,expensive,"continental, american, north indian New Delhi expensive offline online"
Roasted - Roseate,New Delhi,"cafe, bakery",1000,3,offline,online,3,0.0,77.120533,28.550802,expensive,"cafe, bakery New Delhi expensive offline online"
Adish,New Delhi,"north indian, chinese, south indian",700,2,offline,offline,45,3.1,77.198856,28.565381,expensive,"north indian, chinese, south indian New Delhi expensive offline offline"
Amritsari Dhaba,New Delhi,"north indian, chinese",500,2,offline,offline,18,3.2,77.199024,28.565358,moderate,"north indian, chinese New Delhi moderate offline offline"
Amritsari Xpress,New Delhi,north indian,300,1,offline,offline,6,3.0,77.199449,28.566074,moderate,north indian New Delhi moderate offline offline
Anupam Sweets,New Delhi,mithai,250,1,offline,offline,12,2.6,77.19249722,28.56198611,moderate,mithai New Delhi moderate offline offline
B Two,New Delhi,chinese,400,1,offline,offline,7,3.0,77.19174787,28.5624946,moderate,chinese New Delhi moderate offline offline
Babbu Da Punjabi Dhaba,New Delhi,north indian,300,1,offline,offline,27,3.3,77.19453,28.567931,moderate,north indian New Delhi moderate offline offline
Baker's Byte,New Delhi,fast food,200,1,offline,offline,34,3.3,77.19496111,28.56383056,cheap,fast food New Delhi cheap offline offline
Bamboo Hut,New Delhi,"naga, tibetan",500,2,online,offline,15,3.4,77.195856,28.559151,moderate,"naga, tibetan New Delhi moderate online offline"
Bengal Sweet Corner,New Delhi,"north indian, south indian, chinese, street food, mithai",550,2,online,offline,90,2.8,77.1991066,28.5654336,moderate,"north indian, south indian, chinese, street food, mithai New Delhi moderate online offline"
Cafe Coffee Day - The Lounge,New Delhi,cafe,750,2,offline,offline,32,2.5,77.19591,28.559014,expensive,cafe New Delhi expensive offline offline
Cafe Coffee Day,New Delhi,cafe,450,1,offline,offline,16,2.8,77.199075,28.56540556,moderate,cafe New Delhi moderate offline offline
Cake Away,New Delhi,"cafe, bakery",700,2,offline,offline,5,3.0,77.19691481,28.55951921,expensive,"cafe, bakery New Delhi expensive offline offline"
Chanky Restruoo,New Delhi,chinese,500,2,offline,offline,12,3.0,77.19549257,28.56269484,moderate,chinese New Delhi moderate offline offline
Chawla Fast Food,New Delhi,"north indian, south indian, chinese",300,1,offline,offline,4,2.9,77.19439722,28.56723889,moderate,"north indian, south indian, chinese New Delhi moderate offline offline"
Chawnsan Chef,New Delhi,"mughlai, north indian, chinese",700,2,online,offline,13,3.4,77.198889,28.559828,expensive,"mughlai, north indian, chinese New Delhi expensive online offline"
China King,New Delhi,chinese,500,2,offline,offline,8,3.1,77.19658758,28.55887489,moderate,chinese New Delhi moderate offline offline
Dec,New Delhi,"pizza, continental, beverages",300,1,offline,offline,15,3.3,0.0,0.0,moderate,"pizza, continental, beverages New Delhi moderate offline offline"
Desi Zaika,New Delhi,"north indian, chinese",800,2,online,offline,83,2.6,77.19236042,28.56199193,expensive,"north indian, chinese New Delhi expensive online offline"
Druk,New Delhi,"tibetan, chinese",400,1,offline,offline,53,2.8,77.19417427,28.5618126,moderate,"tibetan, chinese New Delhi moderate offline offline"
Flavours of Tibet,New Delhi,"tibetan, chinese",500,2,online,offline,141,3.3,77.19393991,28.56177343,moderate,"tibetan, chinese New Delhi moderate online offline"
Get Lost in Flavours,New Delhi,"north indian, chinese",650,2,online,offline,70,2.6,77.19224811,28.56174605,expensive,"north indian, chinese New Delhi expensive online offline"
Giani,New Delhi,"ice cream, desserts",300,1,offline,offline,9,2.9,77.1990636,28.56542249,moderate,"ice cream, desserts New Delhi moderate offline offline"
Green Chick Chop,New Delhi,"raw meats, north indian, fast food",350,1,offline,offline,30,3.3,77.20069136,28.56207497,moderate,"raw meats, north indian, fast food New Delhi moderate offline offline"
Grover Dhaba,New Delhi,north indian,300,1,offline,offline,16,3.1,77.19693661,28.55903832,moderate,north indian New Delhi moderate offline offline
Gupta's Rasoi,New Delhi,north indian,350,1,online,offline,60,2.8,77.19629455,28.558874,moderate,north indian New Delhi moderate online offline
Hangchuaa's Chinese Food Corner,New Delhi,chinese,600,2,online,offline,35,3.1,77.1989952,28.56062056,moderate,chinese New Delhi moderate online offline
High On Burgers,New Delhi,fast food,300,1,online,offline,37,3.2,77.19918799,28.56057904,moderate,fast food New Delhi moderate online offline
Hot Paprika,New Delhi,"chinese, fast food",500,2,online,offline,26,2.7,77.20056731,28.56034081,moderate,"chinese, fast food New Delhi moderate online offline"
Jalsa,New Delhi,chinese,450,1,online,offline,6,2.7,77.19475061,28.56265773,moderate,chinese New Delhi moderate online offline
KPG Express,New Delhi,chinese,500,2,offline,offline,33,3.3,77.19366599,28.56201667,moderate,chinese New Delhi moderate offline offline
Le Himalaya,New Delhi,"tibetan, chinese",700,2,online,offline,34,3.1,77.19325863,28.56087734,expensive,"tibetan, chinese New Delhi expensive online offline"
Lunia Italian,New Delhi,"pizza, fast food",350,1,offline,offline,25,3.4,77.19738889,28.56108333,moderate,"pizza, fast food New Delhi moderate offline offline"
Mahipal Dhaba,New Delhi,north indian,200,1,offline,offline,8,2.8,77.191948,28.572764,cheap,north indian New Delhi cheap offline offline
Morong Ki,New Delhi,naga,400,1,offline,offline,7,3.0,0.0,0.0,moderate,naga New Delhi moderate offline offline
Moti Mahal Delux - Tandooori Trail,New Delhi,"north indian, mughlai",800,2,online,offline,90,2.7,77.19733089,28.56198369,expensive,"north indian, mughlai New Delhi expensive online offline"
Pooja Take Away Kitchen,New Delhi,"north indian, chinese, fast food",400,1,offline,offline,11,2.7,77.19544631,28.56262917,moderate,"north indian, chinese, fast food New Delhi moderate offline offline"
Red Chilli,New Delhi,"north indian, chinese, mughlai",900,2,online,offline,64,3.0,77.19480157,28.56721546,expensive,"north indian, chinese, mughlai New Delhi expensive online offline"
Saturn,New Delhi,"fast food, north indian",600,2,online,offline,9,2.8,77.1941,28.561778,moderate,"fast food, north indian New Delhi moderate online offline"
Smokey Flavours,New Delhi,"north indian, mughlai",500,2,offline,offline,13,3.3,77.19396817,28.56178754,moderate,"north indian, mughlai New Delhi moderate offline offline"
Subway,New Delhi,"american, fast food, salad, healthy food",500,2,online,offline,188,2.9,77.20070411,28.56164445,moderate,"american, fast food, salad, healthy food New Delhi moderate online offline"
Sugar Loft,New Delhi,"bakery, desserts",500,2,offline,offline,26,3.4,77.19585299,28.56573815,moderate,"bakery, desserts New Delhi moderate offline offline"
Sugary Affairs,New Delhi,"bakery, desserts",600,2,offline,offline,6,3.0,77.19438482,28.56444427,moderate,"bakery, desserts New Delhi moderate offline offline"
The Baking Fusion,New Delhi,"bakery, desserts",400,1,offline,offline,8,3.1,77.19857084,28.56069268,moderate,"bakery, desserts New Delhi moderate offline offline"
The Belly Giggles,New Delhi,"naga, tibetan, chinese, bakery",600,2,offline,offline,4,3.0,0.0,0.0,moderate,"naga, tibetan, chinese, bakery New Delhi moderate offline offline"
The Chef Restaurant,New Delhi,chinese,400,1,offline,offline,63,3.4,77.19402138,28.56172425,moderate,chinese New Delhi moderate offline offline
Yo Tibet,New Delhi,"chinese, tibetan, fast food",500,2,offline,offline,150,3.3,77.19378803,28.56092299,moderate,"chinese, tibetan, fast food New Delhi moderate offline offline"
Cafe Rock 'n' Rolla,New Delhi,"fast food, american, italian",600,2,online,offline,103,3.6,77.19603203,28.56171306,moderate,"fast food, american, italian New Delhi moderate online offline"
Charcoal,New Delhi,"european, north indian",1300,3,online,online,210,3.7,77.19611,28.559765,expensive,"european, north indian New Delhi expensive online online"
Chawla Chicken,New Delhi,"north indian, mughlai",500,2,online,offline,40,3.5,77.19439723,28.56729585,moderate,"north indian, mughlai New Delhi moderate online offline"
Freedom Corner,New Delhi,"chinese, tibetan",600,2,online,offline,123,3.5,77.19365057,28.56078547,moderate,"chinese, tibetan New Delhi moderate online offline"
Kori's,New Delhi,"cafe, korean",600,2,online,offline,110,3.6,77.19367238,28.5626823,moderate,"cafe, korean New Delhi moderate online offline"
Mizo Diner,New Delhi,"north indian, tibetan",600,2,offline,offline,154,3.7,77.19262462,28.56199134,moderate,"north indian, tibetan New Delhi moderate offline offline"
Rainbows,New Delhi,"fast food, desserts",400,1,online,offline,51,3.5,77.1993312,28.5658584,moderate,"fast food, desserts New Delhi moderate online offline"
Rajinder Xpress,New Delhi,"north indian, chinese, mughlai",800,2,offline,offline,310,3.8,77.19932243,28.5655974,expensive,"north indian, chinese, mughlai New Delhi expensive offline offline"
RDX,New Delhi,"north indian, chinese, mughlai",1000,3,offline,online,223,3.9,77.1989719,28.5657345,expensive,"north indian, chinese, mughlai New Delhi expensive offline online"
Sumo Sushi,New Delhi,sushi,1000,3,online,offline,21,3.9,77.192026,28.5598,expensive,sushi New Delhi expensive online offline
The Categorical Eat Pham,New Delhi,north eastern,600,2,offline,offline,94,3.7,77.1938467,28.56102723,moderate,north eastern New Delhi moderate offline offline
The Hungry Monkey,New Delhi,"european, italian",2300,4,offline,online,622,3.7,77.196097,28.5590068,expensive,"european, italian New Delhi expensive offline online"
Treat Up Cafe and Restaurant,New Delhi,"cafe, american, continental, nepalese",500,2,offline,offline,31,3.6,77.19541814,28.56274136,moderate,"cafe, american, continental, nepalese New Delhi moderate offline offline"
Weird Time Food,New Delhi,"continental, fast food",600,2,online,offline,49,3.6,77.19384637,28.56078871,moderate,"continental, fast food New Delhi moderate online offline"
Amor Kitchen,New Delhi,north indian,400,1,offline,offline,2,0.0,77.1990168,28.5604954,moderate,north indian New Delhi moderate offline offline
CHA! WA!!,New Delhi,"fast food, beverages, desserts",400,1,offline,offline,1,0.0,0.0,0.0,moderate,"fast food, beverages, desserts New Delhi moderate offline offline"
Chip N Dale,New Delhi,"continental, chinese, fast food",400,1,offline,offline,2,0.0,77.19272362,28.56177812,moderate,"continental, chinese, fast food New Delhi moderate offline offline"
Chocolangels,New Delhi,"bakery, desserts",300,1,offline,offline,3,0.0,0.0,0.0,moderate,"bakery, desserts New Delhi moderate offline offline"
Home Kitchen,New Delhi,"north indian, south indian",350,1,offline,offline,1,0.0,0.0,0.0,moderate,"north indian, south indian New Delhi moderate offline offline"
Laziz Foods,New Delhi,"mughlai, north indian",400,1,offline,offline,2,0.0,0.0,0.0,moderate,"mughlai, north indian New Delhi moderate offline offline"
Mummy's Food Corner,New Delhi,assamese,300,1,offline,offline,2,0.0,77.19272755,28.56144097,moderate,assamese New Delhi moderate offline offline
Riyaz Biryani Corner,New Delhi,north indian,300,1,offline,offline,2,0.0,77.19942939,28.56039293,moderate,north indian New Delhi moderate offline offline
Safdarjung Club,New Delhi,"chinese, north indian, fast food, street food",450,1,offline,offline,1,0.0,0.0,0.0,moderate,"chinese, north indian, fast food, street food New Delhi moderate offline offline"
Starup Catering,New Delhi,"chinese, mughlai, north indian",300,1,offline,offline,1,0.0,0.0,0.0,moderate,"chinese, mughlai, north indian New Delhi moderate offline offline"
The Chinese & Thai Restaurant,New Delhi,"chinese, thai",300,1,offline,offline,1,0.0,77.19289754,28.56153078,moderate,"chinese, thai New Delhi moderate offline offline"
Cafe Coffee Day,New Delhi,cafe,450,1,offline,offline,28,2.4,77.1960071,28.5589086,moderate,cafe New Delhi moderate offline offline
Zustt Yummy,New Delhi,"north indian, chinese, fast food",500,2,offline,offline,54,2.3,0.0,0.0,moderate,"north indian, chinese, fast food New Delhi moderate offline offline"
Cafe Hashtag LoL,New Delhi,"cafe, north indian, chinese",1200,3,offline,online,49,4.2,77.19869513,28.56608797,expensive,"cafe, north indian, chinese New Delhi expensive offline online"
Dirty Apron,New Delhi,"european, asian",2000,4,online,online,96,4.3,77.19692755,28.55968176,expensive,"european, asian New Delhi expensive online online"
Hornbill,New Delhi,naga,400,1,offline,offline,149,4.0,77.19302326,28.56098659,moderate,naga New Delhi moderate offline offline
Napoli Pizza,New Delhi,pizza,800,2,online,offline,41,4.0,77.198835,28.560712,expensive,pizza New Delhi expensive online offline
Rajinder Da Dhaba,New Delhi,"north indian, mughlai, chinese",800,2,offline,offline,3530,4.3,77.1992414,28.5654017,expensive,"north indian, mughlai, chinese New Delhi expensive offline offline"
The Piano Man Jazz Club,New Delhi,"mexican, american",1800,3,online,online,420,4.2,77.19702881,28.55952304,expensive,"mexican, american New Delhi expensive online online"
Tossin Pizza,New Delhi,"pizza, italian",900,2,online,online,647,4.1,77.19572827,28.55933546,expensive,"pizza, italian New Delhi expensive online online"
Big Belly Burger,New Delhi,fast food,200,1,online,offline,6,2.7,77.201128,28.509106,cheap,fast food New Delhi cheap online offline
Bikaner Choice,New Delhi,"mithai, street food",100,1,offline,offline,14,2.8,77.2051326,28.5144262,cheap,"mithai, street food New Delhi cheap offline offline"
Bikaner Misthan,New Delhi,"mithai, street food, north indian, south indian, chinese",350,1,offline,offline,16,2.7,77.2030121,28.5203762,moderate,"mithai, street food, north indian, south indian, chinese New Delhi moderate offline offline"
Da Yummy Pizza,New Delhi,"pizza, fast food",500,2,online,offline,4,2.7,77.20037151,28.50820299,moderate,"pizza, fast food New Delhi moderate online offline"
Food Nursary,New Delhi,"north indian, mughlai",350,1,online,offline,5,2.8,77.19863344,28.50401631,moderate,"north indian, mughlai New Delhi moderate online offline"
Puja Sandwich House,New Delhi,fast food,300,1,offline,offline,16,2.7,77.20018056,28.50790278,moderate,fast food New Delhi moderate offline offline
PVR Bhojanalay,New Delhi,"street food, north indian",100,1,offline,offline,17,2.7,77.2000801,28.507634,cheap,"street food, north indian New Delhi cheap offline offline"
The Bake Studio,New Delhi,"bakery, desserts",450,1,offline,offline,12,3.1,77.2017569,28.5098832,moderate,"bakery, desserts New Delhi moderate offline offline"
The Blue Tandoor,New Delhi,"north indian, mughlai",1000,3,offline,offline,13,2.9,77.2142696,28.5180547,expensive,"north indian, mughlai New Delhi expensive offline offline"
Abdullah Biryani Centre,New Delhi,biryani,300,1,offline,offline,1,0.0,77.1987595,28.50556136,moderate,biryani New Delhi moderate offline offline
Allishan Family Restaurant,New Delhi,north indian,200,1,offline,offline,1,0.0,77.2008084,28.5086514,cheap,north indian New Delhi cheap offline offline
Bhawani Restaurant,New Delhi,"north indian, mughlai, chinese",350,1,offline,offline,0,0.0,77.2058841,28.51673,moderate,"north indian, mughlai, chinese New Delhi moderate offline offline"
BonJuz,New Delhi,"healthy food, juices",200,1,offline,offline,0,0.0,0.0,0.0,cheap,"healthy food, juices New Delhi cheap offline offline"
Chawla Chik Inn,New Delhi,"north indian, mughlai",800,2,online,offline,0,0.0,77.214375,28.507952,expensive,"north indian, mughlai New Delhi expensive online offline"
Foodies,New Delhi,north indian,350,1,offline,offline,0,0.0,77.20467545,28.51453131,moderate,north indian New Delhi moderate offline offline
G+,New Delhi,mithai,150,1,offline,offline,3,0.0,77.20021944,28.50756389,cheap,mithai New Delhi cheap offline offline
Janta Canteen,New Delhi,north indian,150,1,offline,offline,0,0.0,77.19703753,28.50085983,cheap,north indian New Delhi cheap offline offline
Kalka's Food Centre,New Delhi,"north indian, chinese",200,1,offline,offline,0,0.0,77.2062486,28.5183803,cheap,"north indian, chinese New Delhi cheap offline offline"
Le Village Pastry Shop,New Delhi,"bakery, fast food",300,1,offline,offline,0,0.0,77.206069,28.5172873,moderate,"bakery, fast food New Delhi moderate offline offline"
Meatwale.com,New Delhi,"raw meats, north indian",300,1,offline,offline,1,0.0,77.201667,28.5099643,moderate,"raw meats, north indian New Delhi moderate offline offline"
Mohit Bakery,New Delhi,"bakery, fast food",150,1,offline,offline,1,0.0,77.2060692,28.5166527,cheap,"bakery, fast food New Delhi cheap offline offline"
Mouthmatics,New Delhi,north indian,200,1,offline,offline,0,0.0,0.0,0.0,cheap,north indian New Delhi cheap offline offline
Pastry Place,New Delhi,"bakery, fast food",250,1,offline,offline,2,0.0,77.200568,28.5082777,moderate,"bakery, fast food New Delhi moderate offline offline"
Pho King Awesome,New Delhi,asian,850,2,offline,offline,1,0.0,77.22319,28.535749,expensive,asian New Delhi expensive offline offline
PIE,New Delhi,"desserts, ice cream, pizza",250,1,offline,offline,1,0.0,77.20335054,28.51465649,moderate,"desserts, ice cream, pizza New Delhi moderate offline offline"
Rasoi - The Indian Zaika,New Delhi,north indian,350,1,offline,offline,0,0.0,77.2046316,28.5144607,moderate,north indian New Delhi moderate offline offline
Shree Balaji Bhojnalaya,New Delhi,north indian,100,1,offline,offline,0,0.0,77.19673578,28.50050685,cheap,north indian New Delhi cheap offline offline
Smoke Trailer Grill,New Delhi,american,400,1,offline,offline,0,0.0,77.22338664,28.51195551,moderate,american New Delhi moderate offline offline
Sonu Sweets,New Delhi,"mithai, chinese",200,1,offline,offline,2,0.0,77.1988564,28.50556607,cheap,"mithai, chinese New Delhi cheap offline offline"
Spice Treat,New Delhi,chinese,250,1,offline,offline,0,0.0,77.19935864,28.51725461,moderate,chinese New Delhi moderate offline offline
Star Restaurant,New Delhi,north indian,100,1,offline,offline,0,0.0,77.19856001,28.51784764,cheap,north indian New Delhi cheap offline offline
The Twisted Bakery,New Delhi,"bakery, desserts",400,1,offline,offline,0,0.0,0.0,0.0,moderate,"bakery, desserts New Delhi moderate offline offline"
Tiffino Mania,New Delhi,"north indian, chinese, south indian",300,1,offline,offline,0,0.0,0.0,0.0,moderate,"north indian, chinese, south indian New Delhi moderate offline offline"
Yaadgaar,New Delhi,"fast food, north indian",300,1,offline,offline,0,0.0,0.0,0.0,moderate,"fast food, north indian New Delhi moderate offline offline"
Pandit Ji Ki Apni Rasoi,New Delhi,north indian,300,1,online,offline,4,2.4,77.205485,28.5152144,moderate,north indian New Delhi moderate online offline
Alam Muradabadi Chicken Biryani,New Delhi,"north indian, biryani",250,1,offline,offline,5,3.0,77.2011051,28.5089203,moderate,"north indian, biryani New Delhi moderate offline offline"
Boheme Bar & Grill,New Delhi,"north indian, chinese, italian",1300,3,online,online,118,3.3,77.2192738,28.5276895,expensive,"north indian, chinese, italian New Delhi expensive online online"
Budapest Kitchen & Bar,New Delhi,"finger food, north indian, continental, chinese, italian",1500,3,offline,online,4,3.0,77.19878934,28.5130132,expensive,"finger food, north indian, continental, chinese, italian New Delhi expensive offline online"
Dark House,New Delhi,"chinese, italian, fast food",400,1,online,offline,24,2.8,77.1989393,28.5182007,moderate,"chinese, italian, fast food New Delhi moderate online offline"
Henry's Cafe,New Delhi,"pizza, north indian, continental",700,2,online,offline,42,3.4,77.20559042,28.51536946,expensive,"pizza, north indian, continental New Delhi expensive online offline"
Kathi Zone,New Delhi,fast food,200,1,offline,offline,20,3.3,77.1982405,28.51755481,cheap,fast food New Delhi cheap offline offline
Kehar Cafe & Restaurant,New Delhi,"north indian, mughlai, chinese",600,2,offline,offline,16,2.8,77.2004093,28.5194377,moderate,"north indian, mughlai, chinese New Delhi moderate offline offline"
Kumaon Dhaba & Service,New Delhi,north indian,100,1,offline,offline,8,3.0,77.20637999,28.51901777,cheap,north indian New Delhi cheap offline offline
Let'z Eat,New Delhi,"north indian, mughlai, chinese, fast food",600,2,online,offline,11,2.7,77.202174,28.510419,moderate,"north indian, mughlai, chinese, fast food New Delhi moderate online offline"
Lite Eat Cafe,New Delhi,fast food,300,1,offline,offline,4,3.0,77.1982187,28.51748381,moderate,fast food New Delhi moderate offline offline
Malabar Dosa Hut,New Delhi,south indian,150,1,offline,offline,15,3.2,77.20556729,28.51544458,cheap,south indian New Delhi cheap offline offline
New Red Onion,New Delhi,"north indian, chinese",800,2,offline,online,20,2.5,77.20329646,28.5201761,expensive,"north indian, chinese New Delhi expensive offline online"
Pizza Hut,New Delhi,"italian, pizza, fast food",1000,3,online,offline,237,3.1,77.2076072,28.5233603,expensive,"italian, pizza, fast food New Delhi expensive online offline"
The Tiffin Hut,New Delhi,north indian,300,1,offline,offline,10,3.2,77.19903778,28.51688047,moderate,north indian New Delhi moderate offline offline
The Upper Crust,New Delhi,"pizza, fast food",550,2,offline,offline,15,3.0,77.21234288,28.51914091,moderate,"pizza, fast food New Delhi moderate offline offline"
Touch of Punjab,New Delhi,"north indian, mughlai",700,2,offline,offline,33,2.9,77.2046959,28.51435543,expensive,"north indian, mughlai New Delhi expensive offline offline"
Tulicakes,New Delhi,"bakery, desserts",300,1,offline,offline,31,3.4,77.20787968,28.52252897,moderate,"bakery, desserts New Delhi moderate offline offline"
Wanchai By Kylin,New Delhi,"asian, chinese",700,2,offline,offline,121,3.2,77.21950404,28.52875186,expensive,"asian, chinese New Delhi expensive offline offline"
Wow! India,New Delhi,"north indian, chinese",300,1,online,offline,4,2.7,77.2031077,28.51467478,moderate,"north indian, chinese New Delhi moderate online offline"
All About Food,New Delhi,"chinese, asian, mediterranean, continental",750,2,online,offline,305,3.9,77.213402,28.524625,expensive,"chinese, asian, mediterranean, continental New Delhi expensive online offline"
Costa Coffee,New Delhi,cafe,600,2,offline,offline,118,3.7,77.2168935,28.5280456,moderate,cafe New Delhi moderate offline offline
Hey' Sugar Delhi,New Delhi,"bakery, desserts",500,2,offline,offline,60,3.7,77.20448703,28.52228093,moderate,"bakery, desserts New Delhi moderate offline offline"
India Grill - Hilton Garden Inn,New Delhi,"continental, italian, north indian",3000,4,offline,online,184,3.6,77.2172977,28.5280393,expensive,"continental, italian, north indian New Delhi expensive offline online"
Jugmug Thela,New Delhi,beverages,200,1,offline,offline,25,3.8,77.199805,28.517316,cheap,beverages New Delhi cheap offline offline
Mucchad Di Chai,New Delhi,"fast food, beverages",200,1,offline,offline,36,3.7,77.2028171,28.5203778,cheap,"fast food, beverages New Delhi cheap offline offline"
SS ONN THE GO,New Delhi,street food,500,2,offline,offline,66,3.6,77.2196556,28.5291378,moderate,street food New Delhi moderate offline offline
The Junkyard Cafe,New Delhi,"north indian, mediterranean, asian",1500,3,offline,online,220,3.8,77.21971795,28.52823136,expensive,"north indian, mediterranean, asian New Delhi expensive offline online"
Aradhya Restaurant,New Delhi,"chinese, north indian",200,1,offline,offline,0,0.0,77.19819423,28.51751975,cheap,"chinese, north indian New Delhi cheap offline offline"
Nanu Ki Rasoi,New Delhi,north indian,200,1,offline,offline,3,0.0,77.19907064,28.50600419,cheap,north indian New Delhi cheap offline offline
PSR Foods,New Delhi,"north indian, street food",100,1,offline,offline,0,0.0,77.19821937,28.51756924,cheap,"north indian, street food New Delhi cheap offline offline"
Rasoi - The Indian Zaika,New Delhi,north indian,400,1,offline,offline,2,0.0,77.20963016,28.50644908,moderate,north indian New Delhi moderate offline offline
The Pizza Corner,New Delhi,"fast food, pizza",600,2,online,offline,39,2.1,77.20538288,28.51470631,moderate,"fast food, pizza New Delhi moderate online offline"
